Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,165.5,286.9,403.9,555.8,648.9,876.3,1079.6,1256.5,1326.2,1703.0,1751.8,2216.3,2788.9,3251.3,3602.2
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,46.0,69.4,73.1,105.8,151.8,187.4,237.7,276.2,345.2,395.7,478.9,524.9,684.1,883.2,1025.3
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1321.3,1760.9,2280.0,3070.4,3894.8,4766.4,6015.1,7149.0,8846.2,11055.7,12545.8,13737.4,17428.5,20845.7,25310.4
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,250.6,331.0,455.5,630.9,736.7,900.7,1160.0,1409.1,1775.9,2644.7,2675.0,2556.2,3172.4,3772.5,4732.3
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,56.2,74.9,95.9,124.2,179.3,213.1,261.5,318.4,395.6,451.5,487.0,556.8,692.1,828.4,1015.7
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,59.4,78.4,100.0,159.9,211.9,259.2,327.6,326.9,393.5,465.3,547.7,597.1,803.2,981.4,1131.3
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,162.9,218.9,287.5,431.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,64.1,90.8,112.1,140.4,174.2,213.1,261.6,323.2,380.3,448.5,545.2,612.2,718.8,838.5,969.9
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,50.1,68.5,87.7,113.3,170.6,203.3,249.4,306.1,369.3,429.7,489.8,627.2,761.4,905.7,1064.9
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,318.4,384.4,500.5,661.6,816.8,1007.9,1285.8,1526.5,1982.9,2546.5,2870.0,3160.1,4064.7,4855.7,5595.9
